0.074,-590.92255,698.90137,-260.32867
0.138,-516.07666,741.04156,-229.81873
0.203,-543.67828,707.9071,-258.17261
0.268,-499.14246,638.06915,-143.26019
0.332,-468.32428,645.54596,-174.76501
0.396,-463.92059,643.16711,-182.39288
0.46,-465.1062,643.67676,-183.88519
0.526,-463.41248,643.33649,-182.5592
0.589,-464.42871,643.33649,-182.5592
0.654,-463.75122,644.0155,-183.55408
0.719,-464.08997,645.03479,-179.24347
0.783,-462.73651,640.61737,-185.54382
0.847,-462.22839,642.48657,-183.05664
0.912,-461.21216,642.82684,-185.71014
0.976,-463.41248,641.97693,-184.21783
1.041,-462.73651,643.67676,-184.88007
1.105,-462.56714,641.12701,-184.05151
1.169,-462.90436,643.50586,-185.04639
1.234,-462.56714,642.48657,-182.72552
1.299,-464.59808,643.16711,-182.39288
1.363,-465.95306,643.50586,-181.06689
1.427,-462.56714,642.1463,-184.38263
1.492,-464.42871,644.35577,-180.90057
1.557,-465.95306,644.86542,-181.39801
1.621,-463.58185,643.84613,-181.73065
1.685,-465.61432,644.52515,-181.73065
1.749,-465.61432,643.50586,-181.73065
1.815,-464.59808,644.52515,-182.72552
1.879,-464.42871,642.99622,-181.23322
1.943,-463.41248,642.99622,-181.89545
2.007,-465.61432,644.86542,-182.06177
2.072,-464.42871,644.0155,-182.22809
2.136,-466.46118,644.35577,-181.89545
2.201,-464.76746,643.67676,-179.57458
2.266,-464.76746,643.67676,-181.23322
2.33,-465.95306,644.1864,-179.07715
2.394,-465.1062,643.67676,-183.88519
2.458,-465.27557,644.52515,-180.07202
2.523,-465.1062,644.35577,-183.22296
2.588,-463.07373,642.65594,-185.21271
2.652,-461.88965,641.12701,-184.38263
2.716,-462.05902,641.97693,-186.20758
2.781,-461.38153,640.61737,-187.86621
2.846,-462.73651,641.63666,-186.20758
2.91,-460.53467,641.12701,-187.36877
2.974,-461.21216,640.448,-187.69989
3.041,-459.01031,640.61737,-190.18707
3.112,-459.34906,640.95764,-191.51306
3.169,-456.97784,638.91907,-192.17682
3.232,-457.31659,639.59808,-192.84058
3.297,-459.34906,638.91907,-193.83545
3.362,-455.96161,637.89825,-193.50281
3.426,-455.79224,640.448,-194.664
3.496,-455.28564,637.55951,-194.83032
