0.074,-512.51984
0.139,-486.78131
0.203,-520.98694
0.268,-513.02795
0.333,-532.84149
0.397,-472.72644
0.462,-477.63672
0.527,-491.86096
0.591,-540.29236
0.656,-483.39539
0.721,-485.76508
0.785,-536.39679
0.85,-535.88867
0.914,-485.76508
0.979,-480.68542
1.044,-538.42926
1.109,-493.04657
1.173,-475.4364
1.238,-473.06519
1.303,-535.38055
1.367,-496.77277
1.432,-468.66302
1.496,-531.48651
1.562,-495.07904
1.626,-496.26465
1.69,-463.2431
1.755,-531.48651
1.82,-504.73175
1.884,-461.38153
1.949,-527.2522
2.014,-524.03564
2.079,-501.51367
2.143,-454.43878
2.207,-438.85956
2.272,-503.88489
2.337,-512.35046
2.402,-515.2298
2.466,-475.4364
2.531,-501.17493
2.596,-517.93976
2.66,-453.76129
2.725,-451.55945
2.79,-452.57568
2.854,-452.57568
2.919,-452.57568
2.983,-452.06757
3.058,-453.76129
3.115,-453.59192
3.179,-451.89819
3.244,-452.23694
3.325,-453.0838
3.378,-453.25317
3.436,-454.60815
3.501,-453.93066
3.566,-452.91443
3.631,-452.74506
3.696,-454.10004
3.76,-453.0838
3.825,-450.88196
3.891,-452.57568
3.959,-452.06757
4.019,-452.06757
4.084,-453.0838
4.149,-452.23694
4.217,-452.40631
4.278,-453.0838
4.35,-452.91443
4.412,-452.91443
4.472,-453.93066
4.537,-453.59192
4.601,-452.74506
4.666,-451.89819
4.731,-452.57568
4.795,-454.10004
4.863,-451.72882
4.929,-452.57568
5.054,-452.06757
5.118,-453.0838
5.183,-452.74506
5.247,-453.0838
5.312,-453.93066
5.377,-453.42255
5.443,-453.25317
5.507,-452.57568
5.571,-453.0838
5.637,-452.57568
5.702,-452.57568
5.765,-453.59192
5.829,-453.42255
5.894,-451.72882
5.961,-453.59192
6.023,-452.74506
6.088,-453.25317
6.153,-452.91443
6.218,-452.57568
6.283,-451.72882
6.347,-453.25317
6.414,-452.57568
6.481,-454.10004
6.541,-452.40631
6.605,-451.89819
6.67,-453.25317
6.734,-452.91443
6.799,-451.72882
6.868,-452.91443
6.928,-452.57568
6.994,-453.25317
7.058,-452.57568
7.122,-452.91443
7.187,-452.23694
7.252,-452.57568
7.316,-452.40631
7.386,-454.77753
7.446,-452.74506
7.51,-453.93066
7.575,-452.74506
7.64,-452.06757
7.705,-452.40631
7.769,-450.88196
7.834,-453.42255
7.898,-453.0838
7.962,-451.89819
8.028,-452.57568
8.092,-450.37384
8.157,-452.23694
8.222,-452.23694
8.287,-451.55945
8.35,-453.93066
8.416,-451.55945
8.487,-450.37384
8.548,-452.40631
8.61,-453.59192
8.679,-452.23694
8.739,-453.0838
8.804,-452.23694
8.872,-453.0838
8.933,-453.25317
8.998,-453.59192
9.063,-451.39008
9.126,-452.23694
9.191,-452.40631
9.255,-451.55945
9.321,-451.72882
9.392,-453.0838
9.449,-452.40631
9.514,-452.23694
9.58,-452.74506
9.643,-452.74506
9.708,-452.40631
9.774,-452.40631
9.839,-453.59192
9.902,-453.0838
9.97,-453.93066
10.039,-451.39008
10.096,-452.57568
10.161,-451.72882
10.225,-452.91443
10.29,-453.0838
10.356,-452.91443
10.42,-451.2207
10.488,-452.40631
10.548,-451.72882
10.613,-452.91443
10.677,-451.55945
10.742,-453.0838
10.807,-452.40631
10.874,-450.88196
10.938,-565.18402
11.003,-530.97839
11.069,-463.58185
11.153,-421.92535
11.204,-444.44733
11.26,-484.4101
11.325,-420.90912
11.39,-448.84949
11.459,-492.8772
11.519,-559.08813
11.586,-562.30469
11.649,-518.10913
11.712,-562.64343
11.776,-560.10437
11.841,-512.51984
11.906,-443.93921
11.971,-429.03748
12.039,-458.84094
12.101,-438.18207
12.166,-431.91681
12.229,-460.87341
12.294,-526.91345
12.358,-570.26367
12.438,-546.72699
12.489,-537.24365
12.555,-571.61865
12.621,-544.01703
12.683,-485.93445
12.746,-431.74744
12.811,-441.90674
12.876,-479.49982
12.941,-428.8681
13.007,-444.27795
13.074,-479.33044
13.134,-553.33099
13.2,-568.4021
13.264,-484.91821
13.328,-555.87006
13.392,-566.20026
13.459,-526.40533
13.523,-454.9469
13.587,-425.31281
13.652,-522.68066
13.715,-450.37384
13.779,-427.85187
13.844,-454.26941
13.909,-507.9483
13.976,-564.84528
14.039,-456.97784
14.107,-516.41541
14.168,-571.27991
14.233,-557.05566
14.299,-505.0705
14.389,-438.0127
14.457,-551.63727
14.523,-499.65057
14.555,-436.31897
14.62,-435.81085
14.684,-469.67926
14.751,-540.62958
14.815,-442.07611
14.879,-474.25079
14.943,-546.55762
15.01,-573.8205
15.075,-543.17017
15.138,-478.9917
15.203,-573.8205
15.268,-537.92114
15.332,-469.50989
15.396,-428.52936
15.46,-452.74506
15.527,-492.36908
15.595,-429.54559
15.658,-452.91443
15.719,-498.97308
15.785,-563.32092
15.848,-476.79138
15.914,-518.61725
15.979,-434.62524
16.044,-429.54559
16.11,-443.26172
16.175,-458.5022
16.237,-485.76508
16.301,-529.45404
16.365,-530.63965
16.429,-558.24127
16.494,-567.38586
16.56,-547.91107
16.623,-492.8772
16.688,-455.45502
16.753,-570.60242
16.818,-554.51508
16.882,-504.56238
16.946,-462.39777
17.011,-443.76984
17.076,-431.74744
17.141,-520.81757
17.206,-470.18585
17.27,-449.86572
17.336,-433.61053
17.401,-446.81854
17.465,-490.67688
17.528,-455.96161
17.593,-437.33521
17.657,-443.76984
17.727,-480.8548
17.799,-528.60718
17.852,-560.44312
17.916,-438.69019
17.981,-469.67926
18.047,-520.30945
18.111,-551.4679
18.175,-574.66736
18.24,-558.74939
18.305,-507.44019
18.37,-546.89636
18.434,-571.11053
18.499,-562.64343
18.563,-525.72937
18.631,-474.75891
18.697,-566.87775
18.757,-567.55524
18.821,-537.75177
18.888,-483.05664
18.95,-454.77753
19.015,-434.62524
19.08,-547.57233
19.147,-492.19971
19.217,-455.45502
19.274,-439.53705
19.338,-433.61053
19.404,-463.75122
19.468,-460.02655
19.533,-441.56952
19.598,-431.06995
19.665,-453.59192
19.726,-505.91583
19.791,-544.69452
19.857,-431.57806
19.922,-448.17352
19.985,-496.09528
20.05,-538.93738
20.122,-566.87775
20.178,-567.21649
20.243,-483.39539
20.307,-531.48651
20.373,-561.79657
20.438,-570.94116
20.504,-547.57233
20.565,-498.12622
20.631,-556.37817
20.695,-572.63489
20.76,-556.88629
20.83,-510.65826
20.889,-466.63055
20.955,-446.4798
21.02,-562.13531
21.083,-523.18878
21.147,-473.23456
21.213,-453.59192
21.277,-437.84332
21.342,-449.01886
21.407,-482.04041
21.483,-456.80847
21.536,-437.33521
21.606,-444.95544
21.67,-483.39539
21.729,-530.47028
21.794,-440.04517
21.858,-439.87579
21.922,-470.5246
21.987,-520.14008
22.052,-552.6535
22.117,-571.9574
22.182,-459.01031
22.247,-511.33575
22.31,-548.58856
22.376,-570.26367
22.446,-561.45935
22.506,-523.01941
22.575,-543.33954
22.637,-567.04712
22.705,-566.03088
22.801,-536.73553
22.87,-481.87103
22.938,-452.40631
22.96,-570.60242
23.021,-546.38824
23.086,-490.67688
23.15,-457.82471
23.216,-492.36908
23.283,-492.70782
23.346,-527.76031
23.41,-501.51367
23.474,-473.74268
23.54,-546.0495
23.603,-455.62439
23.67,-538.09052
23.739,-549.26605
23.805,-465.44495
23.862,-514.38293
23.926,-515.2298
23.99,-462.90436
24.056,-552.48413
24.121,-535.88867
24.188,-451.39008
24.251,-543.00079
24.314,-472.55707
24.378,-499.4812
24.443,-528.09906
24.508,-498.29559
24.573,-480.00793
24.637,-543.67828
24.701,-452.91443
24.767,-538.42926
