39.134,-446.31042,746.81854,-283.87604
39.198,-496.09528,655.06134,-266.29791
39.271,-541.47644,734.2453,-361.47919
39.336,-496.26465,749.36829,-326.15967
39.391,-463.41248,661.00769,-238.9389
39.456,-570.60242,703.9978,-370.43304
39.523,-424.63531,727.44751,-228.1601
39.585,-560.78186,654.72107,-317.70325
39.65,-486.10382,747.66846,-321.1853
39.715,-436.65771,745.96863,-268.7851
39.78,-512.18109,653.19214,-276.41296
39.854,-530.3009,739.68201,-353.18909
39.908,-448.17352,685.47668,-220.03479
39.972,-581.44073,681.22864,-365.79132
40.037,-434.11865,743.42041,-263.64594
40.102,-427.6825,716.2323,-224.51172
40.166,-571.78802,656.59027,-331.79779
40.231,-473.74268,747.49908,-310.73914
40.296,-479.49982,653.02124,-253.03345
40.363,-560.10437,719.63196,-368.4433
40.426,-430.05371,712.4939,-221.19598
40.489,-457.14722,674.0921,-223.84796
40.554,-581.44073,690.40527,-367.11731
40.617,-431.91681,739.17236,-248.22388
40.683,-539.4455,656.4209,-291.83502
40.747,-515.06042,746.81854,-337.93335
40.813,-460.3653,669.16504,-226.9989
40.877,-490.84625,655.23071,-260.16388
40.945,-549.43542,732.03583,-363.63525
41.005,-438.35144,703.48816,-215.39154
41.07,-580.59387,668.4845,-351.03302
41.134,-450.37384,749.19739,-284.53827
41.199,-497.95837,654.21143,-264.47449
41.264,-558.24127,656.59027,-307.5882
41.329,-495.24841,751.40686,-326.15967
41.396,-467.47742,662.02698,-238.60626
41.458,-571.61865,708.41675,-370.76569
41.527,-424.46594,727.95715,-227.99377
41.591,-562.30469,654.21143,-318.20068
41.651,-579.23889,673.92273,-360.65063
41.715,-438.85956,745.79926,-270.27893
41.78,-511.16638,652.85187,-275.75073
41.847,-533.01086,740.70129,-352.52533
41.909,-445.80231,685.81696,-219.03992
41.975,-582.62634,679.02069,-364.63013
42.042,-563.65967,714.02435,-370.59937
42.104,-427.00653,717.25311,-224.51172
42.167,-568.90869,656.75964,-332.29523
42.232,-475.77515,748.1781,-310.73914
42.296,-477.1286,655.06134,-253.69568
42.362,-561.79657,718.2724,-368.77594
42.427,-524.20502,744.77997,-346.22345
42.493,-435.64148,712.66479,-220.03479
42.554,-434.96399,714.3631,-221.02966
42.62,-433.61053,719.46106,-223.01941
42.683,-434.11865,721.33026,-226.50146
42.752,-433.27179,725.57831,-229.6524
42.812,-578.05328,673.07281,-353.18909
42.876,-576.35956,670.01343,-350.53558
42.941,-575.0061,667.63458,-347.21832
43.005,-573.14301,666.44592,-342.07916
43.07,-570.43304,663.38654,-340.42053
43.135,-569.75555,662.36725,-334.45129
43.199,-443.09235,744.27032,-255.85175
43.263,-444.44733,748.34747,-259.16901
43.328,-445.97168,749.19739,-263.97705
43.393,-448.51227,749.70703,-267.79022
43.457,-449.52698,752.08588,-273.09723
43.531,-452.40631,750.89722,-277.24304
43.605,-549.43542,653.87115,-300.62408
43.651,-546.55762,653.70178,-296.14563
43.715,-540.46021,653.70178,-292.49878
43.78,-536.90491,653.19214,-287.68921
43.845,-530.13153,653.87115,-283.3786
43.917,-527.08282,651.49231,-279.73022
43.974,-479.49982,753.95508,-313.39111
44.038,-484.91821,752.93579,-317.37061
44.103,-489.66064,755.65491,-321.35162
44.167,-493.89343,756.16455,-323.17505
44.232,-496.94214,755.14526,-327.48566
44.296,-501.3443,754.80499,-331.79779
44.361,-490.33813,649.96338,-259.3338
44.462,-486.61194,649.96338,-257.01294
44.535,-482.54852,649.96338,-256.34918
44.554,-479.16107,650.6424,-254.69055
